site_code,config_id,antenna_id,node,start_date,end_date,site_type,site_name,antenna_group,site_description,site_type_name,rkm,rkm_total,latitude,longitude
LMJ,150,52,LMJ,2007-03-01T00:00:00Z,2021-02-24T10:00:00Z,INT,Lower Monumental Dam Juvenile,SAMPLE ROOM,"This site monitors the Lower Monumental Dam smolt bypass and sampling facility.  The site operates seasonally for juvenile outmigration and includes antennas in the full flow bypass flume that is often active before and after the sampling facility each year. Separation by Code (SbyC) is also available to allow researchers to selectively divert PIT-tagged fish. SbyC acts on all PIT-tagged fish by default to return them to the river, rather than be collected for transportation with untagged run-of-river fish. Researchers can use SbyC to override that default action and instead allow PIT-tagged fish to be treated like the untagged population.",Juvenile Fish Bypass Facility,522.067,589,46.562954,-118.543164
LMJ,150,61,LMJ,2007-03-01T00:00:00Z,2021-02-24T10:00:00Z,INT,Lower Monumental Dam Juvenile,B-EXIT,"This site monitors the Lower Monumental Dam smolt bypass and sampling facility.  The site operates seasonally for juvenile outmigration and includes antennas in the full flow bypass flume that is often active before and after the sampling facility each year. Separation by Code (SbyC) is also available to allow researchers to selectively divert PIT-tagged fish. SbyC acts on all PIT-tagged fish by default to return them to the river, rather than be collected for transportation with untagged run-of-river fish. Researchers can use SbyC to override that default action and instead allow PIT-tagged fish to be treated like the untagged population.",Juvenile Fish Bypass Facility,522.067,589,46.562954,-118.543164
LMJ,150,62,LMJ,2007-03-01T00:00:00Z,2021-02-24T10:00:00Z,INT,Lower Monumental Dam Juvenile,B-EXIT,"This site monitors the Lower Monumental Dam smolt bypass and sampling facility.  The site operates seasonally for juvenile outmigration and includes antennas in the full flow bypass flume that is often active before and after the sampling facility each year. Separation by Code (SbyC) is also available to allow researchers to selectively divert PIT-tagged fish. SbyC acts on all PIT-tagged fish by default to return them to the river, rather than be collected for transportation with untagged run-of-river fish. Researchers can use SbyC to override that default action and instead allow PIT-tagged fish to be treated like the untagged population.",Juvenile Fish Bypass Facility,522.067,589,46.562954,-118.543164
LMJ,150,81,LMJ,2007-03-01T00:00:00Z,2021-02-24T10:00:00Z,INT,Lower Monumental Dam Juvenile,A-EXIT,"This site monitors the Lower Monumental Dam smolt bypass and sampling facility.  The site operates seasonally for juvenile outmigration and includes antennas in the full flow bypass flume that is often active before and after the sampling facility each year. Separation by Code (SbyC) is also available to allow researchers to selectively divert PIT-tagged fish. SbyC acts on all PIT-tagged fish by default to return them to the river, rather than be collected for transportation with untagged run-of-river fish. Researchers can use SbyC to override that default action and instead allow PIT-tagged fish to be treated like the untagged population.",Juvenile Fish Bypass Facility,522.067,589,46.562954,-118.543164
LMJ,150,82,LMJ,2007-03-01T00:00:00Z,2021-02-24T10:00:00Z,INT,Lower Monumental Dam Juvenile,A-EXIT,"This site monitors the Lower Monumental Dam smolt bypass and sampling facility.  The site operates seasonally for juvenile outmigration and includes antennas in the full flow bypass flume that is often active before and after the sampling facility each year. Separation by Code (SbyC) is also available to allow researchers to selectively divert PIT-tagged fish. SbyC acts on all PIT-tagged fish by default to return them to the river, rather than be collected for transportation with untagged run-of-river fish. Researchers can use SbyC to override that default action and instead allow PIT-tagged fish to be treated like the untagged population.",Juvenile Fish Bypass Facility,522.067,589,46.562954,-118.543164
LMJ,150,91,LMJ,2007-03-01T00:00:00Z,2021-02-24T10:00:00Z,INT,Lower Monumental Dam Juvenile,DIVERSION RIVER EXIT,"This site monitors the Lower Monumental Dam smolt bypass and sampling facility.  The site operates seasonally for juvenile outmigration and includes antennas in the full flow bypass flume that is often active before and after the sampling facility each year. Separation by Code (SbyC) is also available to allow researchers to selectively divert PIT-tagged fish. SbyC acts on all PIT-tagged fish by default to return them to the river, rather than be collected for transportation with untagged run-of-river fish. Researchers can use SbyC to override that default action and instead allow PIT-tagged fish to be treated like the untagged population.",Juvenile Fish Bypass Facility,522.067,589,46.562954,-118.543164
LMJ,150,92,LMJ,2007-03-01T00:00:00Z,2021-02-24T10:00:00Z,INT,Lower Monumental Dam Juvenile,DIVERSION RIVER EXIT,"This site monitors the Lower Monumental Dam smolt bypass and sampling facility.  The site operates seasonally for juvenile outmigration and includes antennas in the full flow bypass flume that is often active before and after the sampling facility each year. Separation by Code (SbyC) is also available to allow researchers to selectively divert PIT-tagged fish. SbyC acts on all PIT-tagged fish by default to return them to the river, rather than be collected for transportation with untagged run-of-river fish. Researchers can use SbyC to override that default action and instead allow PIT-tagged fish to be treated like the untagged population.",Juvenile Fish Bypass Facility,522.067,589,46.562954,-118.543164
LMJ,150,93,LMJ,2007-03-01T00:00:00Z,2021-02-24T10:00:00Z,INT,Lower Monumental Dam Juvenile,DIVERSION RIVER EXIT,"This site monitors the Lower Monumental Dam smolt bypass and sampling facility.  The site operates seasonally for juvenile outmigration and includes antennas in the full flow bypass flume that is often active before and after the sampling facility each year. Separation by Code (SbyC) is also available to allow researchers to selectively divert PIT-tagged fish. SbyC acts on all PIT-tagged fish by default to return them to the river, rather than be collected for transportation with untagged run-of-river fish. Researchers can use SbyC to override that default action and instead allow PIT-tagged fish to be treated like the untagged population.",Juvenile Fish Bypass Facility,522.067,589,46.562954,-118.543164
LMJ,150,A1,LMJ,2007-03-01T00:00:00Z,2021-02-24T10:00:00Z,INT,Lower Monumental Dam Juvenile,A-SEPARATOR GATE,"This site monitors the Lower Monumental Dam smolt bypass and sampling facility.  The site operates seasonally for juvenile outmigration and includes antennas in the full flow bypass flume that is often active before and after the sampling facility each year. Separation by Code (SbyC) is also available to allow researchers to selectively divert PIT-tagged fish. SbyC acts on all PIT-tagged fish by default to return them to the river, rather than be collected for transportation with untagged run-of-river fish. Researchers can use SbyC to override that default action and instead allow PIT-tagged fish to be treated like the untagged population.",Juvenile Fish Bypass Facility,522.067,589,46.562954,-118.543164
LMJ,150,A2,LMJ,2007-03-01T00:00:00Z,2021-02-24T10:00:00Z,INT,Lower Monumental Dam Juvenile,A-SEPARATOR GATE,"This site monitors the Lower Monumental Dam smolt bypass and sampling facility.  The site operates seasonally for juvenile outmigration and includes antennas in the full flow bypass flume that is often active before and after the sampling facility each year. Separation by Code (SbyC) is also available to allow researchers to selectively divert PIT-tagged fish. SbyC acts on all PIT-tagged fish by default to return them to the river, rather than be collected for transportation with untagged run-of-river fish. Researchers can use SbyC to override that default action and instead allow PIT-tagged fish to be treated like the untagged population.",Juvenile Fish Bypass Facility,522.067,589,46.562954,-118.543164
LMJ,150,A3,LMJ,2007-03-01T00:00:00Z,2021-02-24T10:00:00Z,INT,Lower Monumental Dam Juvenile,A-SEPARATOR GATE,"This site monitors the Lower Monumental Dam smolt bypass and sampling facility.  The site operates seasonally for juvenile outmigration and includes antennas in the full flow bypass flume that is often active before and after the sampling facility each year. Separation by Code (SbyC) is also available to allow researchers to selectively divert PIT-tagged fish. SbyC acts on all PIT-tagged fish by default to return them to the river, rather than be collected for transportation with untagged run-of-river fish. Researchers can use SbyC to override that default action and instead allow PIT-tagged fish to be treated like the untagged population.",Juvenile Fish Bypass Facility,522.067,589,46.562954,-118.543164
LMJ,150,A4,LMJ,2007-03-01T00:00:00Z,2021-02-24T10:00:00Z,INT,Lower Monumental Dam Juvenile,A-SEPARATOR GATE,"This site monitors the Lower Monumental Dam smolt bypass and sampling facility.  The site operates seasonally for juvenile outmigration and includes antennas in the full flow bypass flume that is often active before and after the sampling facility each year. Separation by Code (SbyC) is also available to allow researchers to selectively divert PIT-tagged fish. SbyC acts on all PIT-tagged fish by default to return them to the river, rather than be collected for transportation with untagged run-of-river fish. Researchers can use SbyC to override that default action and instead allow PIT-tagged fish to be treated like the untagged population.",Juvenile Fish Bypass Facility,522.067,589,46.562954,-118.543164
LMJ,150,B1,LMJ,2007-03-01T00:00:00Z,2021-02-24T10:00:00Z,INT,Lower Monumental Dam Juvenile,B-SEPARATOR GATE,"This site monitors the Lower Monumental Dam smolt bypass and sampling facility.  The site operates seasonally for juvenile outmigration and includes antennas in the full flow bypass flume that is often active before and after the sampling facility each year. Separation by Code (SbyC) is also available to allow researchers to selectively divert PIT-tagged fish. SbyC acts on all PIT-tagged fish by default to return them to the river, rather than be collected for transportation with untagged run-of-river fish. Researchers can use SbyC to override that default action and instead allow PIT-tagged fish to be treated like the untagged population.",Juvenile Fish Bypass Facility,522.067,589,46.562954,-118.543164
LMJ,150,B2,LMJ,2007-03-01T00:00:00Z,2021-02-24T10:00:00Z,INT,Lower Monumental Dam Juvenile,B-SEPARATOR GATE,"This site monitors the Lower Monumental Dam smolt bypass and sampling facility.  The site operates seasonally for juvenile outmigration and includes antennas in the full flow bypass flume that is often active before and after the sampling facility each year. Separation by Code (SbyC) is also available to allow researchers to selectively divert PIT-tagged fish. SbyC acts on all PIT-tagged fish by default to return them to the river, rather than be collected for transportation with untagged run-of-river fish. Researchers can use SbyC to override that default action and instead allow PIT-tagged fish to be treated like the untagged population.",Juvenile Fish Bypass Facility,522.067,589,46.562954,-118.543164
LMJ,150,B3,LMJ,2007-03-01T00:00:00Z,2021-02-24T10:00:00Z,INT,Lower Monumental Dam Juvenile,B-SEPARATOR GATE,"This site monitors the Lower Monumental Dam smolt bypass and sampling facility.  The site operates seasonally for juvenile outmigration and includes antennas in the full flow bypass flume that is often active before and after the sampling facility each year. Separation by Code (SbyC) is also available to allow researchers to selectively divert PIT-tagged fish. SbyC acts on all PIT-tagged fish by default to return them to the river, rather than be collected for transportation with untagged run-of-river fish. Researchers can use SbyC to override that default action and instead allow PIT-tagged fish to be treated like the untagged population.",Juvenile Fish Bypass Facility,522.067,589,46.562954,-118.543164
LMJ,150,B4,LMJ,2007-03-01T00:00:00Z,2021-02-24T10:00:00Z,INT,Lower Monumental Dam Juvenile,B-SEPARATOR GATE,"This site monitors the Lower Monumental Dam smolt bypass and sampling facility.  The site operates seasonally for juvenile outmigration and includes antennas in the full flow bypass flume that is often active before and after the sampling facility each year. Separation by Code (SbyC) is also available to allow researchers to selectively divert PIT-tagged fish. SbyC acts on all PIT-tagged fish by default to return them to the river, rather than be collected for transportation with untagged run-of-river fish. Researchers can use SbyC to override that default action and instead allow PIT-tagged fish to be treated like the untagged population.",Juvenile Fish Bypass Facility,522.067,589,46.562954,-118.543164
LMJ,150,F1,LMJ,2007-03-01T00:00:00Z,2021-02-24T10:00:00Z,INT,Lower Monumental Dam Juvenile,ADULT FISH RETURN,"This site monitors the Lower Monumental Dam smolt bypass and sampling facility.  The site operates seasonally for juvenile outmigration and includes antennas in the full flow bypass flume that is often active before and after the sampling facility each year. Separation by Code (SbyC) is also available to allow researchers to selectively divert PIT-tagged fish. SbyC acts on all PIT-tagged fish by default to return them to the river, rather than be collected for transportation with untagged run-of-river fish. Researchers can use SbyC to override that default action and instead allow PIT-tagged fish to be treated like the untagged population.",Juvenile Fish Bypass Facility,522.067,589,46.562954,-118.543164
LMJ,150,F2,LMJ,2007-03-01T00:00:00Z,2021-02-24T10:00:00Z,INT,Lower Monumental Dam Juvenile,ADULT FISH RETURN,"This site monitors the Lower Monumental Dam smolt bypass and sampling facility.  The site operates seasonally for juvenile outmigration and includes antennas in the full flow bypass flume that is often active before and after the sampling facility each year. Separation by Code (SbyC) is also available to allow researchers to selectively divert PIT-tagged fish. SbyC acts on all PIT-tagged fish by default to return them to the river, rather than be collected for transportation with untagged run-of-river fish. Researchers can use SbyC to override that default action and instead allow PIT-tagged fish to be treated like the untagged population.",Juvenile Fish Bypass Facility,522.067,589,46.562954,-118.543164
LMJ,160,01,LMJ,2021-02-24T10:00:00Z,NA,INT,Lower Monumental Dam Juvenile,FULL FLOW BYPASS,"This site monitors the Lower Monumental Dam smolt bypass and sampling facility.  The site operates seasonally for juvenile outmigration and includes antennas in the full flow bypass flume that is often active before and after the sampling facility each year. Separation by Code (SbyC) is also available to allow researchers to selectively divert PIT-tagged fish. SbyC acts on all PIT-tagged fish by default to return them to the river, rather than be collected for transportation with untagged run-of-river fish. Researchers can use SbyC to override that default action and instead allow PIT-tagged fish to be treated like the untagged population.",Juvenile Fish Bypass Facility,522.067,589,46.562954,-118.543164
LMJ,160,02,LMJ,2021-02-24T10:00:00Z,NA,INT,Lower Monumental Dam Juvenile,FULL FLOW BYPASS,"This site monitors the Lower Monumental Dam smolt bypass and sampling facility.  The site operates seasonally for juvenile outmigration and includes antennas in the full flow bypass flume that is often active before and after the sampling facility each year. Separation by Code (SbyC) is also available to allow researchers to selectively divert PIT-tagged fish. SbyC acts on all PIT-tagged fish by default to return them to the river, rather than be collected for transportation with untagged run-of-river fish. Researchers can use SbyC to override that default action and instead allow PIT-tagged fish to be treated like the untagged population.",Juvenile Fish Bypass Facility,522.067,589,46.562954,-118.543164
LMJ,160,03,LMJ,2021-02-24T10:00:00Z,NA,INT,Lower Monumental Dam Juvenile,FULL FLOW BYPASS,"This site monitors the Lower Monumental Dam smolt bypass and sampling facility.  The site operates seasonally for juvenile outmigration and includes antennas in the full flow bypass flume that is often active before and after the sampling facility each year. Separation by Code (SbyC) is also available to allow researchers to selectively divert PIT-tagged fish. SbyC acts on all PIT-tagged fish by default to return them to the river, rather than be collected for transportation with untagged run-of-river fish. Researchers can use SbyC to override that default action and instead allow PIT-tagged fish to be treated like the untagged population.",Juvenile Fish Bypass Facility,522.067,589,46.562954,-118.543164
LMJ,160,04,LMJ,2021-02-24T10:00:00Z,NA,INT,Lower Monumental Dam Juvenile,FULL FLOW BYPASS,"This site monitors the Lower Monumental Dam smolt bypass and sampling facility.  The site operates seasonally for juvenile outmigration and includes antennas in the full flow bypass flume that is often active before and after the sampling facility each year. Separation by Code (SbyC) is also available to allow researchers to selectively divert PIT-tagged fish. SbyC acts on all PIT-tagged fish by default to return them to the river, rather than be collected for transportation with untagged run-of-river fish. Researchers can use SbyC to override that default action and instead allow PIT-tagged fish to be treated like the untagged population.",Juvenile Fish Bypass Facility,522.067,589,46.562954,-118.543164
LMJ,160,11,LMJ,2021-02-24T10:00:00Z,NA,INT,Lower Monumental Dam Juvenile,A-RACEWAY,"This site monitors the Lower Monumental Dam smolt bypass and sampling facility.  The site operates seasonally for juvenile outmigration and includes antennas in the full flow bypass flume that is often active before and after the sampling facility each year. Separation by Code (SbyC) is also available to allow researchers to selectively divert PIT-tagged fish. SbyC acts on all PIT-tagged fish by default to return them to the river, rather than be collected for transportation with untagged run-of-river fish. Researchers can use SbyC to override that default action and instead allow PIT-tagged fish to be treated like the untagged population.",Juvenile Fish Bypass Facility,522.067,589,46.562954,-118.543164
LMJ,160,12,LMJ,2021-02-24T10:00:00Z,NA,INT,Lower Monumental Dam Juvenile,A-RACEWAY,"This site monitors the Lower Monumental Dam smolt bypass and sampling facility.  The site operates seasonally for juvenile outmigration and includes antennas in the full flow bypass flume that is often active before and after the sampling facility each year. Separation by Code (SbyC) is also available to allow researchers to selectively divert PIT-tagged fish. SbyC acts on all PIT-tagged fish by default to return them to the river, rather than be collected for transportation with untagged run-of-river fish. Researchers can use SbyC to override that default action and instead allow PIT-tagged fish to be treated like the untagged population.",Juvenile Fish Bypass Facility,522.067,589,46.562954,-118.543164
LMJ,160,13,LMJ,2021-02-24T10:00:00Z,NA,INT,Lower Monumental Dam Juvenile,A-RACEWAY,"This site monitors the Lower Monumental Dam smolt bypass and sampling facility.  The site operates seasonally for juvenile outmigration and includes antennas in the full flow bypass flume that is often active before and after the sampling facility each year. Separation by Code (SbyC) is also available to allow researchers to selectively divert PIT-tagged fish. SbyC acts on all PIT-tagged fish by default to return them to the river, rather than be collected for transportation with untagged run-of-river fish. Researchers can use SbyC to override that default action and instead allow PIT-tagged fish to be treated like the untagged population.",Juvenile Fish Bypass Facility,522.067,589,46.562954,-118.543164
LMJ,160,21,LMJ,2021-02-24T10:00:00Z,NA,INT,Lower Monumental Dam Juvenile,B-RACEWAY,"This site monitors the Lower Monumental Dam smolt bypass and sampling facility.  The site operates seasonally for juvenile outmigration and includes antennas in the full flow bypass flume that is often active before and after the sampling facility each year. Separation by Code (SbyC) is also available to allow researchers to selectively divert PIT-tagged fish. SbyC acts on all PIT-tagged fish by default to return them to the river, rather than be collected for transportation with untagged run-of-river fish. Researchers can use SbyC to override that default action and instead allow PIT-tagged fish to be treated like the untagged population.",Juvenile Fish Bypass Facility,522.067,589,46.562954,-118.543164
LMJ,160,22,LMJ,2021-02-24T10:00:00Z,NA,INT,Lower Monumental Dam Juvenile,B-RACEWAY,"This site monitors the Lower Monumental Dam smolt bypass and sampling facility.  The site operates seasonally for juvenile outmigration and includes antennas in the full flow bypass flume that is often active before and after the sampling facility each year. Separation by Code (SbyC) is also available to allow researchers to selectively divert PIT-tagged fish. SbyC acts on all PIT-tagged fish by default to return them to the river, rather than be collected for transportation with untagged run-of-river fish. Researchers can use SbyC to override that default action and instead allow PIT-tagged fish to be treated like the untagged population.",Juvenile Fish Bypass Facility,522.067,589,46.562954,-118.543164
LMJ,160,23,LMJ,2021-02-24T10:00:00Z,NA,INT,Lower Monumental Dam Juvenile,B-RACEWAY,"This site monitors the Lower Monumental Dam smolt bypass and sampling facility.  The site operates seasonally for juvenile outmigration and includes antennas in the full flow bypass flume that is often active before and after the sampling facility each year. Separation by Code (SbyC) is also available to allow researchers to selectively divert PIT-tagged fish. SbyC acts on all PIT-tagged fish by default to return them to the river, rather than be collected for transportation with untagged run-of-river fish. Researchers can use SbyC to override that default action and instead allow PIT-tagged fish to be treated like the untagged population.",Juvenile Fish Bypass Facility,522.067,589,46.562954,-118.543164
LMJ,160,31,LMJ,2021-02-24T10:00:00Z,NA,INT,Lower Monumental Dam Juvenile,A-DIVERSION,"This site monitors the Lower Monumental Dam smolt bypass and sampling facility.  The site operates seasonally for juvenile outmigration and includes antennas in the full flow bypass flume that is often active before and after the sampling facility each year. Separation by Code (SbyC) is also available to allow researchers to selectively divert PIT-tagged fish. SbyC acts on all PIT-tagged fish by default to return them to the river, rather than be collected for transportation with untagged run-of-river fish. Researchers can use SbyC to override that default action and instead allow PIT-tagged fish to be treated like the untagged population.",Juvenile Fish Bypass Facility,522.067,589,46.562954,-118.543164
LMJ,160,32,LMJ,2021-02-24T10:00:00Z,NA,INT,Lower Monumental Dam Juvenile,A-DIVERSION,"This site monitors the Lower Monumental Dam smolt bypass and sampling facility.  The site operates seasonally for juvenile outmigration and includes antennas in the full flow bypass flume that is often active before and after the sampling facility each year. Separation by Code (SbyC) is also available to allow researchers to selectively divert PIT-tagged fish. SbyC acts on all PIT-tagged fish by default to return them to the river, rather than be collected for transportation with untagged run-of-river fish. Researchers can use SbyC to override that default action and instead allow PIT-tagged fish to be treated like the untagged population.",Juvenile Fish Bypass Facility,522.067,589,46.562954,-118.543164
LMJ,160,33,LMJ,2021-02-24T10:00:00Z,NA,INT,Lower Monumental Dam Juvenile,A-DIVERSION,"This site monitors the Lower Monumental Dam smolt bypass and sampling facility.  The site operates seasonally for juvenile outmigration and includes antennas in the full flow bypass flume that is often active before and after the sampling facility each year. Separation by Code (SbyC) is also available to allow researchers to selectively divert PIT-tagged fish. SbyC acts on all PIT-tagged fish by default to return them to the river, rather than be collected for transportation with untagged run-of-river fish. Researchers can use SbyC to override that default action and instead allow PIT-tagged fish to be treated like the untagged population.",Juvenile Fish Bypass Facility,522.067,589,46.562954,-118.543164
LMJ,160,41,LMJ,2021-02-24T10:00:00Z,NA,INT,Lower Monumental Dam Juvenile,B-DIVERSION,"This site monitors the Lower Monumental Dam smolt bypass and sampling facility.  The site operates seasonally for juvenile outmigration and includes antennas in the full flow bypass flume that is often active before and after the sampling facility each year. Separation by Code (SbyC) is also available to allow researchers to selectively divert PIT-tagged fish. SbyC acts on all PIT-tagged fish by default to return them to the river, rather than be collected for transportation with untagged run-of-river fish. Researchers can use SbyC to override that default action and instead allow PIT-tagged fish to be treated like the untagged population.",Juvenile Fish Bypass Facility,522.067,589,46.562954,-118.543164
LMJ,160,42,LMJ,2021-02-24T10:00:00Z,NA,INT,Lower Monumental Dam Juvenile,B-DIVERSION,"This site monitors the Lower Monumental Dam smolt bypass and sampling facility.  The site operates seasonally for juvenile outmigration and includes antennas in the full flow bypass flume that is often active before and after the sampling facility each year. Separation by Code (SbyC) is also available to allow researchers to selectively divert PIT-tagged fish. SbyC acts on all PIT-tagged fish by default to return them to the river, rather than be collected for transportation with untagged run-of-river fish. Researchers can use SbyC to override that default action and instead allow PIT-tagged fish to be treated like the untagged population.",Juvenile Fish Bypass Facility,522.067,589,46.562954,-118.543164
LMJ,160,43,LMJ,2021-02-24T10:00:00Z,NA,INT,Lower Monumental Dam Juvenile,B-DIVERSION,"This site monitors the Lower Monumental Dam smolt bypass and sampling facility.  The site operates seasonally for juvenile outmigration and includes antennas in the full flow bypass flume that is often active before and after the sampling facility each year. Separation by Code (SbyC) is also available to allow researchers to selectively divert PIT-tagged fish. SbyC acts on all PIT-tagged fish by default to return them to the river, rather than be collected for transportation with untagged run-of-river fish. Researchers can use SbyC to override that default action and instead allow PIT-tagged fish to be treated like the untagged population.",Juvenile Fish Bypass Facility,522.067,589,46.562954,-118.543164
LMJ,160,51,LMJ,2021-02-24T10:00:00Z,NA,INT,Lower Monumental Dam Juvenile,SAMPLE ROOM,"This site monitors the Lower Monumental Dam smolt bypass and sampling facility.  The site operates seasonally for juvenile outmigration and includes antennas in the full flow bypass flume that is often active before and after the sampling facility each year. Separation by Code (SbyC) is also available to allow researchers to selectively divert PIT-tagged fish. SbyC acts on all PIT-tagged fish by default to return them to the river, rather than be collected for transportation with untagged run-of-river fish. Researchers can use SbyC to override that default action and instead allow PIT-tagged fish to be treated like the untagged population.",Juvenile Fish Bypass Facility,522.067,589,46.562954,-118.543164
LMJ,160,52,LMJ,2021-02-24T10:00:00Z,NA,INT,Lower Monumental Dam Juvenile,SAMPLE ROOM,"This site monitors the Lower Monumental Dam smolt bypass and sampling facility.  The site operates seasonally for juvenile outmigration and includes antennas in the full flow bypass flume that is often active before and after the sampling facility each year. Separation by Code (SbyC) is also available to allow researchers to selectively divert PIT-tagged fish. SbyC acts on all PIT-tagged fish by default to return them to the river, rather than be collected for transportation with untagged run-of-river fish. Researchers can use SbyC to override that default action and instead allow PIT-tagged fish to be treated like the untagged population.",Juvenile Fish Bypass Facility,522.067,589,46.562954,-118.543164
LMJ,160,61,LMJ,2021-02-24T10:00:00Z,NA,INT,Lower Monumental Dam Juvenile,B-EXIT,"This site monitors the Lower Monumental Dam smolt bypass and sampling facility.  The site operates seasonally for juvenile outmigration and includes antennas in the full flow bypass flume that is often active before and after the sampling facility each year. Separation by Code (SbyC) is also available to allow researchers to selectively divert PIT-tagged fish. SbyC acts on all PIT-tagged fish by default to return them to the river, rather than be collected for transportation with untagged run-of-river fish. Researchers can use SbyC to override that default action and instead allow PIT-tagged fish to be treated like the untagged population.",Juvenile Fish Bypass Facility,522.067,589,46.562954,-118.543164
LMJ,160,62,LMJ,2021-02-24T10:00:00Z,NA,INT,Lower Monumental Dam Juvenile,B-EXIT,"This site monitors the Lower Monumental Dam smolt bypass and sampling facility.  The site operates seasonally for juvenile outmigration and includes antennas in the full flow bypass flume that is often active before and after the sampling facility each year. Separation by Code (SbyC) is also available to allow researchers to selectively divert PIT-tagged fish. SbyC acts on all PIT-tagged fish by default to return them to the river, rather than be collected for transportation with untagged run-of-river fish. Researchers can use SbyC to override that default action and instead allow PIT-tagged fish to be treated like the untagged population.",Juvenile Fish Bypass Facility,522.067,589,46.562954,-118.543164
LMJ,160,71,LMJ,2021-02-24T10:00:00Z,NA,INT,Lower Monumental Dam Juvenile,RACEWAY BARGE LOAD,"This site monitors the Lower Monumental Dam smolt bypass and sampling facility.  The site operates seasonally for juvenile outmigration and includes antennas in the full flow bypass flume that is often active before and after the sampling facility each year. Separation by Code (SbyC) is also available to allow researchers to selectively divert PIT-tagged fish. SbyC acts on all PIT-tagged fish by default to return them to the river, rather than be collected for transportation with untagged run-of-river fish. Researchers can use SbyC to override that default action and instead allow PIT-tagged fish to be treated like the untagged population.",Juvenile Fish Bypass Facility,522.067,589,46.562954,-118.543164
LMJ,160,72,LMJ,2021-02-24T10:00:00Z,NA,INT,Lower Monumental Dam Juvenile,RACEWAY BARGE LOAD,"This site monitors the Lower Monumental Dam smolt bypass and sampling facility.  The site operates seasonally for juvenile outmigration and includes antennas in the full flow bypass flume that is often active before and after the sampling facility each year. Separation by Code (SbyC) is also available to allow researchers to selectively divert PIT-tagged fish. SbyC acts on all PIT-tagged fish by default to return them to the river, rather than be collected for transportation with untagged run-of-river fish. Researchers can use SbyC to override that default action and instead allow PIT-tagged fish to be treated like the untagged population.",Juvenile Fish Bypass Facility,522.067,589,46.562954,-118.543164
LMJ,160,81,LMJ,2021-02-24T10:00:00Z,NA,INT,Lower Monumental Dam Juvenile,A-EXIT,"This site monitors the Lower Monumental Dam smolt bypass and sampling facility.  The site operates seasonally for juvenile outmigration and includes antennas in the full flow bypass flume that is often active before and after the sampling facility each year. Separation by Code (SbyC) is also available to allow researchers to selectively divert PIT-tagged fish. SbyC acts on all PIT-tagged fish by default to return them to the river, rather than be collected for transportation with untagged run-of-river fish. Researchers can use SbyC to override that default action and instead allow PIT-tagged fish to be treated like the untagged population.",Juvenile Fish Bypass Facility,522.067,589,46.562954,-118.543164
LMJ,160,82,LMJ,2021-02-24T10:00:00Z,NA,INT,Lower Monumental Dam Juvenile,A-EXIT,"This site monitors the Lower Monumental Dam smolt bypass and sampling facility.  The site operates seasonally for juvenile outmigration and includes antennas in the full flow bypass flume that is often active before and after the sampling facility each year. Separation by Code (SbyC) is also available to allow researchers to selectively divert PIT-tagged fish. SbyC acts on all PIT-tagged fish by default to return them to the river, rather than be collected for transportation with untagged run-of-river fish. Researchers can use SbyC to override that default action and instead allow PIT-tagged fish to be treated like the untagged population.",Juvenile Fish Bypass Facility,522.067,589,46.562954,-118.543164
LMJ,160,91,LMJ,2021-02-24T10:00:00Z,NA,INT,Lower Monumental Dam Juvenile,DIVERSION RIVER EXIT,"This site monitors the Lower Monumental Dam smolt bypass and sampling facility.  The site operates seasonally for juvenile outmigration and includes antennas in the full flow bypass flume that is often active before and after the sampling facility each year. Separation by Code (SbyC) is also available to allow researchers to selectively divert PIT-tagged fish. SbyC acts on all PIT-tagged fish by default to return them to the river, rather than be collected for transportation with untagged run-of-river fish. Researchers can use SbyC to override that default action and instead allow PIT-tagged fish to be treated like the untagged population.",Juvenile Fish Bypass Facility,522.067,589,46.562954,-118.543164
LMJ,160,92,LMJ,2021-02-24T10:00:00Z,NA,INT,Lower Monumental Dam Juvenile,DIVERSION RIVER EXIT,"This site monitors the Lower Monumental Dam smolt bypass and sampling facility.  The site operates seasonally for juvenile outmigration and includes antennas in the full flow bypass flume that is often active before and after the sampling facility each year. Separation by Code (SbyC) is also available to allow researchers to selectively divert PIT-tagged fish. SbyC acts on all PIT-tagged fish by default to return them to the river, rather than be collected for transportation with untagged run-of-river fish. Researchers can use SbyC to override that default action and instead allow PIT-tagged fish to be treated like the untagged population.",Juvenile Fish Bypass Facility,522.067,589,46.562954,-118.543164
LMJ,160,93,LMJ,2021-02-24T10:00:00Z,NA,INT,Lower Monumental Dam Juvenile,DIVERSION RIVER EXIT,"This site monitors the Lower Monumental Dam smolt bypass and sampling facility.  The site operates seasonally for juvenile outmigration and includes antennas in the full flow bypass flume that is often active before and after the sampling facility each year. Separation by Code (SbyC) is also available to allow researchers to selectively divert PIT-tagged fish. SbyC acts on all PIT-tagged fish by default to return them to the river, rather than be collected for transportation with untagged run-of-river fish. Researchers can use SbyC to override that default action and instead allow PIT-tagged fish to be treated like the untagged population.",Juvenile Fish Bypass Facility,522.067,589,46.562954,-118.543164
